bookid,authorid,publisherid,Book,Genureid,Avg_Rating
5989,6988,15988,Women Will Save the World,95988,3.83
5990,6989,15989,Bone: The Complete Edition,95989,4.45
5991,6990,15990,The Garden,95990,3.74
5992,6991,15991,Voyager: The Art of Pure Awareness,95991,3.64
5993,6992,15992,The Scapegoat,95992,4.0
5994,6993,15993,The Gone-Away World,95993,4.1
5995,6994,15994,Manuscript Found in Accra,95994,3.81
5996,6995,15995,Winter's Bone,95995,3.87
5997,6996,15996,Life Of Love,95996,3.52
5998,6997,15997,Arielle: Immortal Awakening (Immortal Rapture #1),95997,3.73
5999,6998,15998,The Last American Martyr,95998,3.74
6000,6999,15999,LOVE ISN'T FOR COWARDS: Just Let Love Be,95999,4.5
6001,7000,16000,My Prison Without Bars: The Journey of a Damaged Woman to Someplace Normal,96000,4.19
6002,7001,16001,The Book of Paul,96001,3.41
6003,7002,16002,Win The Fight: The Fight Fore My Life,96002,4.75
6004,7003,16003,Divided By Seven Billion,96003,4.92
6005,7004,16004,Find Me (Rhiannon McVee Mystery #1),96004,4.31
6006,7005,16005,Eastland,96005,4.23
6007,7006,16006,Addicted To Greed,96006,4.67
6008,7007,16007,23 Things They Don't Tell You about Capitalism,96007,3.96
6009,7008,16008,The Immortality Game,96008,3.69
6010,7009,16009,Demon Singer I,96009,4.06
6011,7010,16010,Following the Sun,96010,4.58
6012,7011,16011,Incognito: The Secret Lives of the Brain,96011,4.08
6013,7012,16012,End of Days (Penryn & the End of Days #3),96012,4.07
6014,7013,16013,Theodore Roosevelt: An Autobiography,96013,3.89
6015,7014,16014,Debbie Harry Sings in French,96014,3.7
6016,7015,16015,Ripples Through Time,96015,4.19
6017,7016,16016,Last Call,96016,4.0
6018,7017,16017,Double Trouble,96017,4.43
6019,7018,16018,Midwifing Death: Returning to the Arms of the Ancient Mother,96018,4.31
6020,7019,16019,The Yellow Wallpaper and Other Stories,96019,3.9
6021,7020,16020,Blind Side,96020,3.98
6022,7021,16021,Scarlet Crosses: The Truth Lies Within,96021,4.6
6023,7022,16022,A Moonbow Night,96022,4.2
6024,7023,16023,Degeneration (Degeneration #1),96023,3.67
6025,7024,16024,Introverts: Leverage Your Strengths for an Effective Job Search,96024,4.38
6026,7025,16025,Echo,96025,4.36
6027,7026,16026,The Interludes: A Sexual Odyssey,96026,4.22
6028,7027,16027,The Feds' Folly: Who Stole $17 Trillion? (The Jones #2),96027,4.26
6029,7028,16028,Rhesus X: Blood Is Thicker Than Water,96028,4.24
6030,7029,16029,Ripperville,96029,3.92
6031,7030,16030,Chinese Astrology for Health and Wellbeing,96030,4.85
6032,7031,16031,Inherit The Whirlwind: The Final Showdown Between Science And Religion,96031,4.52
6033,7032,16032,Grief Demystified: An Introduction,96032,4.59
6034,7033,16033,The Brazilian,96033,4.31
6035,7034,16034,Briskwood Blood Rain,96034,4.33
6036,7035,16035,Sea Prayer,96035,4.08
6037,7036,16036,Resilience Road: Exploring Your Authentic Life Path,96036,4.31
6038,7037,16037,N*gga Theory: Race Language Unequal Justice and the Law,96037,4.29
6039,7038,16038,Solitary: Unbroken by Four Decades in Solitary Confinement,96038,4.41
6040,7039,16039,Horn-Horn Cracked (The Horn-Horn Series Book 2),96039,4.65
6041,7040,16040,The Fortress,96040,4.68
6042,7041,16041,Doctor No (James Bond #6),96041,3.8
6043,7042,16042,5 Stars,96042,4.78
6044,7043,16043,Anshuman krit Saral Vastu Gyan,96043,5.0
6045,7044,16044,The Outcasts - A Thousand Dreams of Redemption,96044,4.03
6046,7045,16045,Alexander's Infinity,96045,5.0
6047,7046,16046,Original Sin (Adam Dalgliesh #9),96046,3.9
6048,7047,16047,The Paris Apartment,96047,3.68
6049,7048,16048,Death of an Ordinary Life,96048,4.67
6050,7049,16049,Just the Way You Are,96049,4.48
6051,7050,16050,Evolution of Insanity,96050,4.29
6052,7051,16051,Julian,96051,4.21
6053,7052,16052,Dare to Dream,96052,4.81
6054,7053,16053,Airborn (Matt Cruse #1),96053,4.18
6055,7054,16054,Dream of the Red Chamber,96054,4.18
6056,7055,16055,Empty Chairs,96055,4.08
6057,7056,16056,Ingo,96056,3.94
6058,7057,16057,Neophyte (The Wiccan Diaries #2),96057,3.96
6059,7058,16058,River God (Ancient Egypt #1),96058,4.21
6060,7059,16059,Nira/Sussa,96059,3.77
6061,7060,16060,Wooded Windows,96060,4.86
6062,7061,16061,پیر کامل  (Peer-e-Kamil #1),96061,4.44
6063,7062,16062,Time and Again: Time Was / Times Change,96062,3.79
6064,7063,16063,Churchill: A Life,96063,4.09
6065,7064,16064,Ways to Live Forever,96064,4.19
6066,7065,16065,Nutrition and Physical Degeneration: A Comparison of Primitive and Modern Diets and Their Effects,96065,4.37
6067,7066,16066,The Mind,96066,4.71
6068,7067,16067,The Invention of Christianity,96067,4.1
6069,7068,16068,Portrait of a Girl Running (Portraits #1),96068,3.74
6070,7069,16069,Metatron: The Angel Has Risen,96069,3.98
6071,7070,16070,Interviews With the Dead Part 1,96070,4.27
6072,7071,16071,The Sheltering Sky,96071,3.9
6073,7072,16072,The Book of Night Women,96072,4.38
6074,7073,16073,Fuzzy Green Things,96073,4.32
6075,7074,16074,Johnny the Homicidal Maniac: Director's Cut,96074,4.34
6076,7075,16075,Temptation (Temptation #1),96075,3.77
6077,7076,16076,Four Days with Hemingway's Ghost,96076,3.6
6078,7077,16077,The Peach Keeper,96077,3.85
6079,7078,16078,My Name Is Mary Sutter (Mary Sutter #1),96078,3.84
6080,7079,16079,The Painter,96079,3.81
6081,7080,16080,Candle Girl,96080,5.0
6082,7081,16081,UnWholly (Unwind #2),96081,4.25
6083,7082,16082,XO Blake (The Undergrad Years #3),96082,3.58
6084,7083,16083,All My Friends Are Dead,96083,4.15
6085,7084,16084,Warrior King Legacy,96084,4.21
6086,7085,16085,Little Children,96085,3.63
6087,7086,16086,أقوم قيلا,96086,3.9
6088,7087,16087,A Dry White Season,96087,4.06
6089,7088,16088,Walking through the Wall,96088,5.0
6090,7089,16089,You Are My Sunshine (All My Love Detrick #2),96089,4.14
6091,7090,16090,The Pacific Depths,96090,4.0
6092,7091,16091,Fiction,96091,3.5
6093,7092,16092,Chasing Shadows (Rising Shadows #2),96092,4.25
6094,7093,16093,The Genetic Lottery (Egalia #1),96093,3.6
6095,7094,16094,In My Brother's Shadow,96094,3.59
6096,7095,16095,Sister Pelagia and the White Bulldog (Sister Pelagia Mysteries #1),96095,3.74
6097,7096,16096,King Arthur's Sister in Washington's Court,96096,3.5
6098,7097,16097,Flipping Numbers PT 1,96097,3.96
6099,7098,16098,There Will Be Lies,96098,3.44
6100,7099,16099,Aj's Ireland: A Christmas Comedy,96099,4.43
6101,7100,16100,The Fantastic Flying Books of Mr. Morris Lessmore,96100,4.45
6102,7101,16101,Walking the Path of Compassion,96101,4.88
6103,7102,16102,Mrs. Bridge (Mrs and Mr Bridge #1),96102,4.06
6104,7103,16103,Calls Across the Pacific,96103,4.23
6105,7104,16104,Don't Let's Go to the Dogs Tonight: An African Childhood,96104,3.96
6106,7105,16105,A Dark Design  (Les Fées: The French Fae Legend 0.25),96105,4.75
6107,7106,16106,Twisting My Kaleidoscope,96106,4.6
6108,7107,16107,What Does it Mean to be White in America?: Breaking the White Code of Silence A Collection of Personal Narratives (2LP EXPLORATIONS IN DIVERSITY),96107,3.79
6109,7108,16108,Napoleon: A Life,96108,4.18
6110,7109,16109,Nuestra Historia de Amor de Fracaso Hasta San Valentin,96109,5.0
6111,7110,16110,Tokyo Ghoul Tome 1 (Tokyo Ghoul #1),96110,4.42
6112,7111,16111,The Dragon and the Princess,96111,5.0
6113,7112,16112,Dragons of Winter Night (Dragonlance: Chronicles #2),96112,4.13
6114,7113,16113,The Bobby Pins and other Short Stories,96113,4.33
6115,7114,16114,الحرافيش,96114,4.38
6116,7115,16115,The Terror,96115,4.07
6117,7116,16116,سال بلوا,96116,3.96
6118,7117,16117,Chinese Astrology for Wealth and Prosperity,96117,4.23
6119,7118,16118,God the Evolver: A Secular Approach to the Divine,96118,4.53
6120,7119,16119,Traces of My Love: The Secrets of Heart,96119,4.97
6121,7120,16120,Elementals: Mystic Warriors,96120,4.22
6122,7121,16121,Imaginary Museums: Stories,96121,3.62
6123,7122,16122,Adhaata Asao's Liege,96122,4.56
6124,7123,16123,Where's Waldo?,96123,4.17
6125,7124,16124,Pe urmele șamanului albastru,96124,4.67
6126,7125,16125,A Cry to War (The Last Warrior King Series #1),96125,3.83
6127,7126,16126,The Blue Umbrella,96126,4.26
6128,7127,16127,Prometheus Bound and Other Plays,96127,3.98
6129,7128,16128,Winterhorn,96128,4.46
6130,7129,16129,Brown Bear Brown Bear What Do You See?,96129,4.25
6131,7130,16130,The Last Sun (The Tarot Sequence #1),96130,4.21
6132,7131,16131,The Hanged Man (The Tarot Sequence #2),96131,4.56
6133,7132,16132,Unorthodox: The Scandalous Rejection of My Hasidic Roots,96132,3.98
6134,7133,16133,The Essays of Warren Buffett : Lessons for Corporate America,96133,4.3
6135,7134,16134,The Hive,96134,3.84
6136,7135,16135,Playing to Win: How Strategy Really Works,96135,3.98
6137,7136,16136,How Can You Smell the Roses if the Tops Have Been Cut Off?,96136,4.67
6138,7137,16137,Beyond Civilization: Humanity's Next Great Adventure,96137,3.89
6139,7138,16138,Jean-Christophe - I,96138,4.19
6140,7139,16139,Dante's Divine Comedy: Boxed Set; Adapted by Marcus Sanders,96139,4.04
6141,7140,16140,Time of Wonder,96140,4.09
6142,7141,16141,The Four Elements of Life,96141,4.07
6143,7142,16142,The Fourth Queen (The Empyrical Tales #1),96142,4.33
6144,7143,16143,The Lost Queen (The Empyrical Tales #2),96143,4.61
6145,7144,16144,Red Earth and Pouring Rain,96144,3.8
6146,7145,16145,The Man Who Warned America: The Life and Death of John O'Neill the FBI's Embattled Counterterror Warrior,96145,4.29
6147,7146,16146,Lost in Infinity,96146,3.73
6148,7147,16147,Aurélia and Other Writings,96147,4.03
6149,7148,16148,Desert Rose: The Life and Legacy of Coretta Scott King,96148,4.26
6150,7149,16149,The Sweetness at the Bottom of the Pie (Flavia de Luce #1),96149,3.82
6151,7150,16150,The Mabinogion,96150,3.94
6152,7151,16151,Mavericks,96151,5.0
6153,7152,16152,Love Dreams,96152,3.41
6154,7153,16153,Cosmic Connection: An Extraterrestrial Perspective,96153,4.24
6155,7154,16154,The Uses of Enchantment: The Meaning and Importance of Fairy Tales,96154,3.85
6156,7155,16155,The Chronicles of Fire and Ice (The Legend of The Archangel #1),96155,3.48
6157,7156,16156,Freddy and Fredericka,96156,3.78
6158,7157,16157,The Dwarf,96157,3.73
6159,7158,16158,Bonjour tristesse,96158,3.69
6160,7159,16159,Letter to a Child Never Born,96159,3.97
6161,7160,16160,The Beginning of Everything,96160,3.73
6162,7161,16161,The Bridge Over the River Kwai,96161,3.97
6163,7162,16162,Beyond Nostalgia,96162,3.57
6164,7163,16163,The Sight (The Sight #1),96163,4.13
6165,7164,16164,The Bookmaker of Business: A Financial Tale,96164,4.75
6166,7165,16165,The Night's Night,96165,3.53
6167,7166,16166,Musings of a usual mind,96166,4.0
6168,7167,16167,One Nation: What We Can All Do to Save America's Future,96167,4.09
6169,7168,16168,Dragon's Bait,96168,3.93
6170,7169,16169,Twisted,96169,3.82
6171,7170,16170,Forgiveness,96170,4.19
6172,7171,16171,Lemon Girl,96171,4.04
6173,7172,16172,The Travels of Marco Polo,96172,3.0
6174,7173,16173,The Pact (book 1),96173,3.83
6175,7174,16174,Shift!,96174,4.0
6176,7175,16175,Inheritance (Wizards of Seattle #1),96175,3.63
6177,7176,16176,Best Of Ruskin Bond,96176,4.28
6178,7177,16177,A Perfect Spy,96177,3.99
6179,7178,16178,Silver Haze,96178,4.22
6180,7179,16179,The Sane Society,96179,4.25
6181,7180,16180,Doon (Doon #1),96180,3.9
6182,7181,16181,The Robber Knight (The Robber Knight Saga #1),96181,4.38
6183,7182,16182,Bridgetown High,96182,4.18
6184,7183,16183,Bluefish,96183,3.85
6185,7184,16184,The Unknown She,96184,0.0
6186,7185,16185,Road to Nowhere (Road to Nowhere #1),96185,4.08
6187,7186,16186,True Stories,96186,4.4
6188,7187,16187,Soft Tortures,96187,4.0
6189,7188,16188,When the Lion Feeds (Courtney publication #1; Courtney chronological #9),96188,4.22
6190,7189,16189,Rush Revere and the Brave Pilgrims (Adventures of Rush Revere #1),96189,4.12
6191,7190,16190,The Proximity of Stars,96190,4.55
6192,7191,16191,Anti-Matter,96191,4.62
6193,7192,16192,Caged Lions Never Roar,96192,4.61
6194,7193,16193,Red Rabbit (Jack Ryan #2),96193,3.72
6195,7194,16194,Essence Of Being,96194,4.64
6196,7195,16195,Selfish: Permission to Pause Live Love and Laugh Your Way to Joy,96195,5.0
6197,7196,16196,পথের পাঁচালী (অপুর পাঁচালী #1),96196,4.59
6198,7197,16197,The Skull Beneath the Skin (Cordelia Gray #2),96197,3.78
6199,7198,16198,The Orange Girl,96198,3.92
6200,7199,16199,Shōgun,96199,4.4
6201,7200,16200,The Diana Chronicles,96200,3.78
6202,7201,16201,Scaling Up: How a Few Companies Make It...and Why the Rest Don't (Rockefeller Habits 2.0),96201,4.15
6203,7202,16202,When She Returned,96202,4.07
6204,7203,16203,The Orphaned Anything's: Memoir of a Lesser Known,96203,4.09
6205,7204,16204,Resurrection,96204,4.16
6206,7205,16205,The Three Questions,96205,4.35
6207,7206,16206,Life's That Way,96206,4.52
6208,7207,16207,The World as Will and Representation Vol. 1,96207,4.21
6209,7208,16208,A Woman in Berlin: Eight Weeks in the Conquered City: A Diary,96208,4.27
6210,7209,16209,Journey by Moonlight,96209,4.22
6211,7210,16210,One Night at the Call Center,96210,2.52
6212,7211,16211,Speak to Me of Abduction (Reel to Real #1),96211,4.35
6213,7212,16212,Hidden (Marchwood Vampires #1),96212,3.69
6214,7213,16213,The Corporation: The Pathological Pursuit of Profit and Power,96213,4.07
6215,7214,16214,Spontaneous Combustion: Enlightenment and the Cosmic Crucible,96214,4.2
6216,7215,16215,I Am Not Myself These Days,96215,3.95
6217,7216,16216,Justice: What's the Right Thing to Do?,96216,4.31
6218,7217,16217,Art and Fear: Observations on the Perils (and Rewards) of Artmaking,96217,3.77
6219,7218,16218,Mockingbird,96218,4.2
6220,7219,16219,Orion: The Fight for Vox (Voxian #2),96219,4.85
6221,7220,16220,Coriolanus,96220,3.72
6222,7221,16221,A Lua de Joana,96221,3.78
6223,7222,16222,Telling Time by the Shadows,96222,5.0
6224,7223,16223,Only the Paranoid Survive. Lessons from the CEO of INTEL Corporation,96223,3.97
6225,7224,16224,Spilled Coffee,96224,3.85
6226,7225,16225,Kris,96225,4.18
6227,7226,16226,The Tree House (The Tree House #1),96226,4.08
6228,7227,16227,Success Isn't for Everyone:  How to build a Successful Foundation for your life.,96227,4.16
6229,7228,16228,Be Great!: 365 Inspirational Quotes from the World's Most Influential People,96228,4.63
6230,7229,16229,365 Fun Uplifting and Inspirational Quotes from All the Top Movies,96229,4.35
6231,7230,16230,Bentwhistle The Dragon in A Chilling Revelation (Book 2),96230,4.65
6232,7231,16231,The Library of Babel,96231,4.38
6233,7232,16232,Trust Trilogy (Trust Trilogy #1-3; Trust series #1-8),96232,4.08
6234,7233,16233,Unsaid (The Manhattanites #3),96233,3.51
6235,7234,16234,Soldier and Spice - An Army Wife's Life,96234,3.99
6236,7235,16235,Untainted (Photographer Trilogy #3),96235,4.29
6237,7236,16236,The Warrior,96236,4.35
6238,7237,16237,Anne Hawksmoor: Time in the Tower,96237,4.28
6239,7238,16238,Opiate Addiction - The Painkiller Addiction Epidemic Heroin Addiction and the Way Out,96238,3.95
6240,7239,16239,Liberty Defined: 50 Essential Issues That Affect Our Freedom,96239,4.21
6241,7240,16240,Earthly Powers,96240,4.59
6242,7241,16241,Unveiled (The Keeper #5),96241,4.47
6243,7242,16242,Doctors,96242,4.06
6244,7243,16243,The Secret of Childhood,96243,4.18
6245,7244,16244,Shades of Blue,96244,4.22
6246,7245,16245,The Quran: English Meanings and Notes,96245,4.53
6247,7246,16246,A New Forest Witch,96246,5.0
6248,7247,16247,Shadow Maker (Nick Baron #2),96247,4.18
6249,7248,16248,Introducing Charlotte,96248,4.69
6250,7249,16249,Solitaire,96249,3.91
6251,7250,16250,Pangaea,96250,4.9
6252,7251,16251,Ray of Sunlight,96251,4.24
6253,7252,16252,El amor las mujeres y la vida,96252,4.26
6254,7253,16253,The Illicit Happiness of Other People,96253,4.08
6255,7254,16254,Persona normal,96254,4.4
6256,7255,16255,Resistance (Ilyon Chronicles #1),96255,4.48
6257,7256,16256,Proposed Roads to Freedom: Socialism Anarchism and Syndicalism,96256,3.88
6258,7257,16257,Standing for Something: 10 Neglected Virtues That Will Heal Our Hearts and Homes,96257,4.6
6259,7258,16258,Mage Blood (Beyond Series #1.5),96258,4.68
6260,7259,16259,Pretty Girls,96259,4.04
6261,7260,16260,Supergirl Mixtapes,96260,3.51
6262,7261,16261,Alchemist of the East,96261,4.53
6263,7262,16262,The Child Thief,96262,4.09
6264,7263,16263,Billy The Kid An Autobiography,96263,4.05
6265,7264,16264,Behind Blue Eyes,96264,4.22
6266,7265,16265,War's Unwomanly Face,96265,4.52
6267,7266,16266,Between the World and Me,96266,4.4
6268,7267,16267,All About Love: New Visions,96267,4.08
6269,7268,16268,Targeted for Murder (Wilderness Inc #1),96268,4.22
6270,7269,16269,Fracked,96269,4.14
6271,7270,16270,Desolation (Degeneration #2),96270,4.33
6272,7271,16271,From Antarctica to Zimbabwe: How I Hit the Reset Button On My Life,96271,3.75
6273,7272,16272,Destiny of Souls: New Case Studies of Life Between Lives,96272,4.32
6274,7273,16273,I'd rather Starve than Cook!,96273,4.27
6275,7274,16274,The World of Yesterday,96274,4.51
6276,7275,16275,Hungerspelen (The Hunger Games #1),96275,4.33
6277,7276,16276,Inconvenient Memories: A Personal Account of the Tiananmen Square Incident and the China Before and After,96276,3.92
6278,7277,16277,The Sense of Touch,96277,4.18
6279,7278,16278,The Truth-Seeker’s Handbook: A Science-Based Guide,96278,4.14
6280,7279,16279,Istorii cu Vlad Țepeș,96279,5.0
6281,7280,16280,Stories Of The Prophets,96280,4.5
6282,7281,16281,The Illusion of Murder (Illusions and Shadows #1),96281,5.0
6283,7282,16282,Percy Jackson and the Greek Gods (English),96282,4.46
6284,7283,16283,بين القصرين,96283,4.19
6285,7284,16284,THE BOOK THAT HAPPENED – Is Reality but Sheer Coincidence?,96284,4.44
6286,7285,16285,The Prison of Deviants,96285,4.55
6287,7286,16286,The School for Scandal,96286,3.62
6288,7287,16287,Measure What Matters,96287,3.99
6289,7288,16288,And So it Goes: Kurt Vonnegut: A Life,96288,3.95
6290,7289,16289,Twenty Years Later,96289,4.27
6291,7290,16290,The Perfect Child,96290,4.08
6292,7291,16291,The Mystery of Marriage: Meditations on the Miracle,96291,4.25
6293,7292,16292,The Enemy Within,96292,4.2
6294,7293,16293,Shabanu: Daughter of the Wind (Shabanu #1),96293,3.77
6295,7294,16294,Prayer for a Child,96294,3.94
6296,7295,16295,Nothing Lasts Forever,96295,3.87
6297,7296,16296,Home Repair,96296,3.2
6298,7297,16297,Broken: My Story of Addiction and Redemption,96297,3.96
6299,7298,16298,Alicia: My Story,96298,4.12
6300,7299,16299,The Mysterious Stranger,96299,4.13
6301,7300,16300,Witch Song (Witch Song #1),96300,3.68
6302,7301,16301,The Wiccan Diaries (The Wiccan Diaries #1),96301,3.67
6303,7302,16302,The Irresistible Revolution: Living as an Ordinary Radical,96302,4.03
6304,7303,16303,Crabwalk,96303,3.48
6305,7304,16304,Demonglass (Hex Hall #2),96304,4.09
6306,7305,16305,Songmaster,96305,3.75
6307,7306,16306,How the Mind Works,96306,3.99
