,Genureid,Genres
6081,96081,"['Young Adult', 'Dystopia', 'Science Fiction', 'Fiction', 'Fantasy', 'Horror', 'Teen']"
6082,96082,"['New Adult', 'M M Romance', 'Romance', 'Contemporary', 'Erotica', 'Young Adult', 'Contemporary Romance']"
6083,96083,"['Humor', 'Fiction', 'Graphic Novels', 'Picture Books', 'Childrens', 'Comics', 'Comedy']"
6084,96084,[]
6085,96085,"['Fiction', 'Contemporary', 'Adult Fiction', 'Literary Fiction', 'Novels', 'Adult', 'Book Club']"
6086,96086,"['Nonfiction', 'Religion', 'Islam', 'Philosophy', 'History', 'Literature']"
6087,96087,"['Africa', 'Fiction', 'South Africa', 'Historical Fiction', 'Classics', 'African Literature', 'Novels']"
6088,96088,[]
6089,96089,"['Historical Fiction', 'Fiction', 'Holocaust', 'Historical', 'World War II', 'War', 'Amazon']"
6090,96090,[]
6091,96091,[]
6092,96092,"['Fantasy', 'Romance', 'Time Travel', 'Christian Fiction', 'Young Adult', 'Christian Fantasy']"
6093,96093,['Science Fiction']
6094,96094,[]
6095,96095,"['Mystery', 'Russia', 'Historical Fiction', 'Fiction', 'Crime', 'Historical Mystery', 'Detective']"
6096,96096,"['Fantasy', 'Fiction', 'Historical Fiction', 'Science Fiction', 'Time Travel', 'Comedy', 'Arthurian']"
6097,96097,['Drama']
6098,96098,"['Young Adult', 'Mystery', 'Contemporary', 'Thriller', 'Fantasy', 'Fiction', 'Magical Realism']"
6099,96099,"['Humor', 'Family', 'Adventure']"
6100,96100,"['Picture Books', 'Fantasy', 'Childrens', 'Books About Books', 'Fiction', 'Adventure', 'Juvenile']"
6101,96101,"['Spirituality', 'Inspirational', 'Self Help']"
6102,96102,"['Fiction', 'Classics', 'Historical Fiction', 'Novels', 'Literary Fiction', 'American', 'Literature']"
6103,96103,"['China', 'Fiction', 'Historical Fiction']"
6104,96104,"['Memoir', 'Nonfiction', 'Africa', 'Biography', 'Biography Memoir', 'Autobiography', 'Travel']"
6105,96105,[]
6106,96106,"['Memoir', 'Nonfiction']"
6107,96107,"['Anthropology', 'Essays']"
6108,96108,"['History', 'Biography', 'Nonfiction', 'France', 'War', 'European History', 'Biography Memoir']"
6109,96109,[]
6110,96110,"['Manga', 'Horror', 'Fantasy', 'Graphic Novels', 'Comics', 'Fiction', 'Paranormal']"
6111,96111,[]
6112,96112,"['Fantasy', 'Dragonlance', 'Fiction', 'Dragons', 'High Fantasy', 'Science Fiction Fantasy', 'Epic Fantasy']"
6113,96113,[]
6114,96114,"['Novels', 'Fiction', 'Literature', 'Egypt', 'Classics', 'Historical Fiction', 'Africa']"
6115,96115,"['Horror', 'Historical Fiction', 'Fiction', 'Fantasy', 'Thriller', 'Historical', 'Adventure']"
6116,96116,"['Novels', 'Fiction', 'Literature', 'Iran', 'Romance', 'Contemporary', 'Roman']"
6117,96117,[]
6118,96118,"['Nonfiction', 'Religion', 'Spirituality', 'Philosophy']"
6119,96119,[]
6120,96120,[]
6121,96121,"['Short Stories', 'Fiction', 'Contemporary', 'Literary Fiction', 'Anthologies', 'Adult', 'Flash Fiction']"
6122,96122,['Fantasy']
6123,96123,"['Childrens', 'Picture Books', 'Fiction', 'Classics', 'Banned Books', 'Art', 'Humor']"
6124,96124,[]
6125,96125,"['Fantasy', 'Historical Fiction', 'Africa', 'Young Adult']"
6126,96126,"['Fiction', 'Short Stories', 'Childrens', 'India', 'Indian Literature', 'Novella', 'Classics']"
6127,96127,"['Classics', 'Plays', 'Drama', 'Mythology', 'Fiction', 'Poetry', 'Literature']"
6128,96128,"['Fantasy', 'Fiction']"
6129,96129,"['Picture Books', 'Childrens', 'Animals', 'Fiction', 'Classics', 'Storytime', 'Poetry']"
6130,96130,"['Fantasy', 'Urban Fantasy', 'LGBT', 'Romance', 'Queer', 'M M Romance', 'Magic']"
6131,96131,"['Fantasy', 'Urban Fantasy', 'LGBT', 'Magic', 'M M Romance', 'Queer', 'Romance']"
6132,96132,"['Nonfiction', 'Memoir', 'Religion', 'Biography', 'Audiobook', 'Jewish', 'Biography Memoir']"
6133,96133,"['Business', 'Finance', 'Nonfiction', 'Economics', 'Money', 'Personal Finance', 'Buisness']"
6134,96134,"['Mystery', 'Fiction', 'Thriller', 'Mystery Thriller', 'Audiobook', 'Crime', 'Suspense']"
6135,96135,"['Business', 'Nonfiction', 'Leadership', 'Management', 'Entrepreneurship', 'Buisness', 'Self Help']"
6136,96136,[]
6137,96137,"['Nonfiction', 'Philosophy', 'Sociology', 'Environment', 'History', 'Politics', 'Sustainability']"
6138,96138,"['Fiction', 'Classics', 'France', 'French Literature', 'Music', 'Literature', 'Novels']"
6139,96139,"['Poetry', 'Religion', 'Classics', 'Literature', 'Fiction']"
6140,96140,"['Picture Books', 'Childrens', 'Fiction', 'Nature', 'Classics', 'Realistic Fiction', 'Family']"
6141,96141,[]
6142,96142,"['Fantasy', 'Fiction', 'Young Adult', 'Fairy Tales']"
6143,96143,[]
6144,96144,"['Fiction', 'India', 'Fantasy', 'Magical Realism', 'Indian Literature', 'Literature', 'Asia']"
6145,96145,"['Nonfiction', 'History', 'American History', 'Politics', 'Biography']"
6146,96146,[]
6147,96147,"['Poetry', 'France', 'Fiction', 'French Literature', 'Literature', 'Classics', '19th Century']"
6148,96148,"['Biography', 'Nonfiction']"
6149,96149,"['Mystery', 'Fiction', 'Historical Fiction', 'Young Adult', 'Audiobook', 'Mystery Thriller', 'Crime']"
6150,96150,"['Classics', 'Mythology', 'Fantasy', 'Fiction', 'Medieval', 'Arthurian', 'Literature']"
6151,96151,[]
6152,96152,"['Contemporary Romance', 'Romance']"
6153,96153,"['Science', 'Nonfiction', 'Astronomy', 'Physics', 'Philosophy', 'Space', 'History']"
6154,96154,"['Nonfiction', 'Psychology', 'Fairy Tales', 'Literary Criticism', 'Folklore', 'Mythology', 'Philosophy']"
6155,96155,"['Fantasy', 'Angels', 'Paranormal', 'Romance', 'Young Adult', 'Paranormal Romance', 'Amazon']"
6156,96156,"['Fiction', 'Humor', 'Contemporary', 'Audiobook', 'Literary Fiction', 'British Literature', 'Novels']"
6157,96157,"['Fiction', 'Classics', 'Historical Fiction', 'Swedish Literature', 'Nobel Prize', 'Sweden', 'Literature']"
6158,96158,"['Fiction', 'Classics', 'France', 'French Literature', 'Romance', 'Novels', '20th Century']"
6159,96159,"['Fiction', 'Novels', 'Italian Literature', 'Feminism', 'Italy', 'Literature', 'Philosophy']"
6160,96160,"['Young Adult', 'Contemporary', 'Romance', 'Fiction', 'Realistic Fiction', 'Young Adult Contemporary', 'Coming Of Age']"
6161,96161,"['Fiction', 'Historical Fiction', 'Classics', 'War', 'France', 'World War II', 'Historical']"
6162,96162,"['Romance', 'Fiction', 'Contemporary', 'Unfinished']"
6163,96163,"['Fantasy', 'Young Adult', 'Animals', 'Fiction', 'Wolves', 'Childrens', 'Adventure']"
6164,96164,[]
6165,96165,[]
6166,96166,[]
6167,96167,"['Nonfiction', 'Politics', 'History', 'Biography', 'Political Science', 'Memoir', 'Audiobook']"
6168,96168,"['Fantasy', 'Dragons', 'Young Adult', 'Romance', 'Fiction', 'Magic', 'Adventure']"
6169,96169,"['Young Adult', 'Realistic Fiction', 'Fiction', 'Contemporary', 'Teen', 'Coming Of Age', 'High School']"
6170,96170,[]
6171,96171,"['Fiction', 'Indian Literature', 'Drama', 'Contemporary']"
6172,96172,"['Travel', 'History']"
6173,96173,[]
6174,96174,[]
6175,96175,"['Fantasy', 'Urban Fantasy', 'Magic', 'Amazon']"
6176,96176,"['Fiction', 'Short Stories', 'India', 'Classics', 'Indian Literature', 'Poetry', 'Literature']"
6177,96177,"['Fiction', 'Espionage', 'Thriller', 'Mystery', 'Spy Thriller', 'Crime', 'Mystery Thriller']"
6178,96178,['India']
6179,96179,"['Psychology', 'Philosophy', 'Nonfiction', 'Sociology', 'Politics', 'Psychoanalysis', 'Society']"
6180,96180,"['Fantasy', 'Young Adult', 'Romance', 'Time Travel', 'Magic', 'Historical Fiction', 'Young Adult Fantasy']"
6181,96181,"['Romance', 'Historical Fiction', 'Historical', 'Historical Romance', 'Fantasy', 'Medieval', 'Fiction']"
6182,96182,[]
6183,96183,"['Young Adult', 'Realistic Fiction', 'Middle Grade', 'Fiction', 'Contemporary', 'Teen', 'Juvenile']"
6184,96184,[]
6185,96185,"['Romance', 'Dark', 'Military Fiction', 'Contemporary', 'Contemporary Romance', 'Suspense', 'New Adult']"
6186,96186,"['History', 'Nonfiction']"
6187,96187,['Poetry']
6188,96188,"['Historical Fiction', 'Fiction', 'Africa', 'Adventure', 'Historical', 'Thriller', 'South Africa']"
6189,96189,"['Historical Fiction', 'Fiction', 'Childrens', 'Historical', 'Time Travel', 'Young Adult', 'Middle Grade']"
6190,96190,['Science Fiction']
6191,96191,[]
6192,96192,[]
6193,96193,"['Fiction', 'Thriller', 'Espionage', 'Action', 'Adventure', 'Military Fiction', 'Mystery']"
6194,96194,['Spirituality']
6195,96195,[]
6196,96196,"['Fiction', 'Classics', 'India', 'Novels', 'Indian Literature', 'Drama', 'Literary Fiction']"
6197,96197,"['Mystery', 'Fiction', 'Crime', 'Mystery Thriller', 'Detective', 'British Literature', 'Thriller']"
6198,96198,"['Fiction', 'Philosophy', 'Young Adult', 'Novels', 'Romance', 'Contemporary', 'Scandinavian Literature']"
6199,96199,"['Historical Fiction', 'Fiction', 'Japan', 'Historical', 'Classics', 'Adventure', 'Asia']"
6200,96200,"['Biography', 'Nonfiction', 'History', 'Biography Memoir', 'Audiobook', 'British Literature', 'Womens']"
6201,96201,"['Business', 'Nonfiction', 'Entrepreneurship', 'Management', 'Leadership', 'Buisness', 'Personal Development']"
6202,96202,"['Thriller', 'Mystery', 'Fiction', 'Mystery Thriller', 'Audiobook', 'Psychological Thriller', 'Suspense']"
6203,96203,"['Fiction', 'Music', 'Young Adult']"
6204,96204,"['Classics', 'Fiction', 'Russian Literature', 'Russia', 'Literature', '19th Century', 'Novels']"
6205,96205,"['Picture Books', 'Childrens', 'Fiction', 'Philosophy', 'Animals', 'Classics', 'Spirituality']"
6206,96206,"['Nonfiction', 'Memoir', 'Biography', 'Autobiography', 'Biography Memoir', 'Supernatural', 'Adult']"
6207,96207,"['Philosophy', 'Nonfiction', 'Classics', 'German Literature', '19th Century', 'Psychology', 'Metaphysics']"
6208,96208,"['History', 'Nonfiction', 'Memoir', 'Biography', 'War', 'World War II', 'Germany']"
6209,96209,"['Fiction', 'Hungarian Literature', 'Classics', 'Hungary', 'Literature', 'Italy', '20th Century']"
6210,96210,"['Fiction', 'Indian Literature', 'India', 'Romance', 'Contemporary', 'Novels', 'Drama']"
6211,96211,"['Romantic Suspense', 'Contemporary Romance', 'Suspense']"
6212,96212,"['Vampires', 'Young Adult', 'Paranormal', 'Fantasy', 'Romance', 'Fiction', 'Paranormal Romance']"
6213,96213,"['Nonfiction', 'Economics', 'Politics', 'Business', 'History', 'Sociology', 'Society']"
6214,96214,[]
6215,96215,"['Memoir', 'Nonfiction', 'LGBT', 'Humor', 'Biography', 'Queer', 'Biography Memoir']"
6216,96216,"['Philosophy', 'Nonfiction', 'Politics', 'Law', 'Sociology', 'Psychology', 'History']"
6217,96217,"['Art', 'Nonfiction', 'Writing', 'Self Help', 'Philosophy', 'Psychology', 'Art Design']"
6218,96218,"['Young Adult', 'Realistic Fiction', 'Fiction', 'Middle Grade', 'Autistic Spectrum Disorder', 'Contemporary', 'Childrens']"
6219,96219,['Fantasy']
6220,96220,"['Plays', 'Classics', 'Drama', 'Fiction', 'Theatre', 'Historical Fiction', 'Literature']"
6221,96221,"['Portuguese Literature', 'Young Adult', 'Fiction', 'Childrens', 'Contemporary', 'Portugal', 'Classics']"
6222,96222,[]
6223,96223,"['Business', 'Management', 'Nonfiction', 'Leadership', 'Biography', 'Technology', 'Entrepreneurship']"
6224,96224,['Fiction']
6225,96225,['Fiction']
6226,96226,"['Romance', 'Mystery', 'Adventure', 'Paranormal', 'Mystery Thriller']"
6227,96227,[]
6228,96228,[]
6229,96229,['Media Tie In']
6230,96230,"['Young Adult', 'Fantasy', 'Dragons']"
6231,96231,"['Fiction', 'Short Stories', 'Classics', 'Philosophy', 'Fantasy', 'Magical Realism', 'Books About Books']"
6232,96232,[]
6233,96233,"['M M Romance', 'BDSM', 'Romance', 'Erotica', 'Contemporary', 'Contemporary Romance', 'Fiction']"
6234,96234,[]
6235,96235,"['Romance', 'New Adult', 'Romantic Suspense', 'Suspense', 'Contemporary Romance', 'Crime', 'Mystery Thriller']"
6236,96236,"['Christian Fiction', 'Christian', 'Fiction', 'Amazon', 'Prayer', 'Religion', 'Spirituality']"
6237,96237,['Time Travel']
6238,96238,['Nonfiction']
6239,96239,"['Politics', 'Nonfiction', 'Philosophy', 'Economics', 'History', 'Political Science', 'American History']"
6240,96240,"['Thriller', 'Mystery']"
6241,96241,[]
6242,96242,"['Fiction', 'Romance', 'Medical', 'Drama', 'Medicine', 'Contemporary', 'Novels']"
6243,96243,"['Education', 'Parenting', 'Nonfiction', 'Psychology', 'Childrens', 'Teaching', 'Science']"
6244,96244,"['Christian Fiction', 'Christian', 'Fiction', 'Romance', 'Contemporary', 'Inspirational', 'Adult Fiction']"
6245,96245,"['Islam', 'Nonfiction']"
6246,96246,[]
6247,96247,"['Fiction', 'Military Fiction']"
6248,96248,['Erotica']
6249,96249,"['Young Adult', 'Contemporary', 'Romance', 'LGBT', 'Fiction', 'Mental Health', 'Queer']"
6250,96250,[]
6251,96251,"['M M Romance', 'Young Adult', 'Contemporary', 'Romance', 'LGBT', 'Disability', 'Gay']"
6252,96252,"['Poetry', 'Spanish Literature', 'Romance', 'Fiction', 'Literature', 'Classics']"
6253,96253,"['Fiction', 'India', 'Indian Literature', 'Mystery', 'Contemporary', 'Literary Fiction', 'Literature']"
6254,96254,"['Young Adult', 'Contemporary', 'Spanish Literature', 'Fiction', 'Coming Of Age', 'Drama', 'Audiobook']"
6255,96255,"['Fantasy', 'Christian', 'Christian Fiction', 'Young Adult', 'Christian Fantasy', 'Adventure', 'Fiction']"
6256,96256,"['Philosophy', 'Politics', 'Nonfiction', 'History', 'Economics', 'Sociology', 'Political Science']"
6257,96257,"['Religion', 'Nonfiction', 'Lds', 'Church', 'Self Help', 'Inspirational', 'Spirituality']"
6258,96258,"['Fantasy', 'Dark Fantasy']"
6259,96259,"['Thriller', 'Mystery', 'Fiction', 'Mystery Thriller', 'Audiobook', 'Crime', 'Suspense']"
6260,96260,"['Young Adult', 'Music', 'Contemporary', 'New York', 'Realistic Fiction', 'High School', 'Teen']"
6261,96261,"['Love', 'India', 'Historical Fiction', 'Mythology', 'Romance', 'War', 'Literature']"
6262,96262,"['Fantasy', 'Horror', 'Retellings', 'Fiction', 'Young Adult', 'Fairy Tales', 'Adult']"
6263,96263,"['History', 'Nonfiction', 'Biography', 'Westerns', 'Autobiography']"
6264,96264,"['Vampires', 'Horror', 'Paranormal']"
6265,96265,"['Nonfiction', 'History', 'War', 'Feminism', 'Russia', 'World War II', 'Historical']"
6266,96266,"['Nonfiction', 'Memoir', 'Race', 'Audiobook', 'History', 'Social Justice', 'Biography']"
6267,96267,"['Nonfiction', 'Feminism', 'Philosophy', 'Self Help', 'Essays', 'Love', 'Psychology']"
6268,96268,"['Love Inspired Suspense', 'Romance', 'Christian Fiction', 'Suspense', 'Love Inspired', 'Christian', 'Mystery']"
6269,96269,"['Horror', 'Zombies']"
6270,96270,['Zombies']
6271,96271,"['Travel', 'Nonfiction']"
6272,96272,"['Spirituality', 'Nonfiction', 'New Age', 'Self Help', 'Metaphysics', 'Paranormal', 'Philosophy']"
6273,96273,"['Humor', 'Cooking']"
6274,96274,"['History', 'Nonfiction', 'Biography', 'Memoir', 'Classics', 'German Literature', 'Literature']"
6275,96275,"['Young Adult', 'Fiction', 'Dystopia', 'Fantasy', 'Science Fiction', 'Romance', 'Adventure']"
6276,96276,"['China', 'History', 'Nonfiction', 'Memoir', 'Biography', 'Asia', 'Politics']"
6277,96277,"['Short Stories', 'Literary Fiction', 'Fiction', 'Contemporary', 'Novels']"
6278,96278,"['Nonfiction', 'Science', 'Psychology', 'Self Help', 'Business', 'Politics', 'Teaching']"
6279,96279,[]
6280,96280,"['Islam', 'Religion', 'History', 'Nonfiction', 'Spirituality', 'Biography', 'Reference']"
6281,96281,[]
6282,96282,"['Fantasy', 'Mythology', 'Young Adult', 'Middle Grade', 'Fiction', 'Greek Mythology', 'Adventure']"
6283,96283,"['Fiction', 'Historical Fiction', 'Egypt', 'Classics', 'Africa', 'Novels', 'Literature']"
6284,96284,"['Nonfiction', 'Inspirational']"
6285,96285,[]
6286,96286,"['Plays', 'Classics', 'Drama', 'Fiction', 'Theatre', '18th Century', 'Humor']"
6287,96287,"['Business', 'Nonfiction', 'Management', 'Leadership', 'Productivity', 'Entrepreneurship', 'Self Help']"
6288,96288,"['Biography', 'Nonfiction', 'Biography Memoir', 'History', 'Literature', 'Memoir', 'Writing']"
6289,96289,"['Mystery', 'Thriller', 'Mystery Thriller', 'Fiction', 'Audiobook', 'Suspense', 'Crime']"
6290,96290,"['Thriller', 'Fiction', 'Horror', 'Mystery', 'Mystery Thriller', 'Audiobook', 'Suspense']"
6291,96291,"['Marriage', 'Nonfiction', 'Christian', 'Christianity', 'Theology', 'Christian Living', 'Relationships']"
6292,96292,[]
6293,96293,"['Young Adult', 'Fiction', 'Historical Fiction', 'Pakistan', 'Realistic Fiction', 'Historical', 'Cultural']"
6294,96294,"['Picture Books', 'Childrens', 'Christian', 'Poetry', 'Religion', 'Prayer', 'Fiction']"
6295,96295,"['Fiction', 'Thriller', 'Mystery', 'Suspense', 'Romance', 'Mystery Thriller', 'Crime']"
6296,96296,"['Fiction', 'Chick Lit', 'Womens Fiction', 'Contemporary', 'Realistic Fiction']"
6297,96297,"['Memoir', 'Nonfiction', 'Psychology', 'Autobiography', 'Mental Health', 'Biography', 'Mental Illness']"
6298,96298,"['Holocaust', 'Nonfiction', 'History', 'Biography', 'Memoir', 'World War II', 'Historical']"
6299,96299,"['Fiction', 'Classics', 'Fantasy', 'Short Stories', 'Literature', 'American', 'Philosophy']"
6300,96300,"['Fantasy', 'Young Adult', 'Witches', 'Paranormal', 'Magic', 'Romance', 'Fiction']"
6301,96301,"['Young Adult', 'Paranormal', 'Urban Fantasy', 'Supernatural', 'Romance', 'Paranormal Romance', 'Witches']"
6302,96302,"['Christian', 'Nonfiction', 'Religion', 'Christianity', 'Faith', 'Theology', 'Spirituality']"
6303,96303,"['Fiction', 'German Literature', 'Historical Fiction', 'Germany', 'Classics', 'Nobel Prize', 'Literature']"
6304,96304,"['Young Adult', 'Fantasy', 'Paranormal', 'Romance', 'Magic', 'Vampires', 'Witches']"
6305,96305,"['Fantasy', 'Science Fiction', 'Fiction', 'Science Fiction Fantasy', 'Speculative Fiction', 'Adult', 'Music']"
6306,96306,"['Psychology', 'Science', 'Nonfiction', 'Neuroscience', 'Philosophy', 'Brain', 'Biology']"
6307,96307,"['Classics', 'Mythology', 'India', 'Religion', 'Poetry', 'Fiction', 'Epic']"
6308,96308,"['Mythology', 'Fiction', 'Indian Literature', 'India', 'Fantasy', 'Historical Fiction', 'Novels']"
6309,96309,"['Plays', 'Portugal', 'Portuguese Literature', 'Fiction', 'Theatre', 'Drama']"
6310,96310,"['Novels', 'Romance', 'Fiction', 'Literature', 'Romantic', 'Love', 'Drama']"
6311,96311,"['Philosophy', 'Nonfiction', 'Classics', 'Self Help', 'Psychology', 'Politics', 'Spanish Literature']"
6312,96312,"['Fantasy', 'Young Adult', 'Time Travel', 'Romance', 'Historical Fiction', 'Fiction', 'Science Fiction']"
6313,96313,"['Fiction', 'Fantasy', 'Canada', 'Novels', 'Literature', 'Classics', 'Mystery']"
6314,96314,"['Nonfiction', 'History', 'War', 'Politics', 'Military Fiction', 'Journalism', 'Military History']"
6315,96315,"['Historical Fiction', 'Fiction', 'Historical', 'Magical Realism', 'Jewish', 'Book Club', 'Israel']"
6316,96316,"['Classics', 'Fiction', 'France', 'French Literature', '19th Century', 'Historical Fiction', 'Novels']"
6317,96317,"['Philosophy', 'Martial Arts', 'Nonfiction', 'Japan', 'Buddhism', 'Zen', 'Spirituality']"
6318,96318,"['Paranormal', 'Erotica', 'Vampires', 'Romance', 'Urban Fantasy', 'Adult', 'Paranormal Romance']"
6319,96319,[]
6320,96320,"['Romance', 'Historical Fiction', 'Historical Romance', 'Historical', 'Fiction', 'Regency', 'Clean Romance']"
6321,96321,"['Fiction', 'Mystery', 'Contemporary', 'Chick Lit', 'Adult Fiction', 'Drama', 'Adult']"
6322,96322,"['Fiction', 'India', 'Novels', 'Indian Literature', 'Classics', 'Asia', 'Literary Fiction']"
6323,96323,"['Nonfiction', 'Memoir', 'Biography', 'Biography Memoir', 'Autobiography', 'Teen', 'Contemporary']"
6324,96324,"['Nonfiction', 'Spirituality', 'Memoir', 'Audiobook', 'Biography', 'Paranormal', 'Inspirational']"
6325,96325,"['Historical Fiction', 'Alternate History', 'Fiction', 'War', 'World War II', 'Dystopia', 'Science Fiction']"
6326,96326,"['Historical Fiction', 'Fiction', 'Holocaust', 'Romance', 'World War II', 'Historical', 'Historical Romance']"
6327,96327,[]
6328,96328,"['Romance', 'Historical Fiction', 'Christian', 'Christian Fiction', 'Historical', 'Historical Romance', 'Fiction']"
6329,96329,['Dystopia']
6330,96330,"['Science Fiction', 'Fiction', 'Space Opera', 'Adult', 'Space']"
6331,96331,[]
6332,96332,"['Fiction', 'Mythology', 'Fantasy', 'Historical Fiction', 'Indian Literature', 'India', 'Amish']"
6333,96333,"['Historical Fiction', 'Romance', 'Fiction', 'Historical']"
